car-id,car-type,cluster,proj_x,proj_y
20151118041143-934,2,4,160970.2,39630.082
20151118061145-872,2,3,-177508.44,63750.406
20151118091136-43,3,9,-124462.25,-128385.984
20151118101124-666,3,4,111211.19,99862.86
20151118121155-903,1,4,138877.8,41767.06
20151119021156-883,1,4,43102.58,43481.7
20151119031125-461,2,2,85614.984,79615.18
20151119061103-218,4,5,12488.127,-86582.27
20151119061106-100,1,5,19608.52,-83835.17
20151119091122-744,1,3,-181048.11,125847.516
20151119091154-119,3,2,64686.902,74081.9
20151119111132-408,3,2,36973.51,115866.54
20151120021127-21,1,0,128500.06,-132535.7
20151120051116-435,1,4,68677.88,56904.125
20151120051143-352,5,4,174792.38,110818.69
20151120071106-120,1,2,44759.35,132959.83
20151120071128-12,5,0,165636.75,-132243.53
20151120081141-291,3,18,106348.16,-103626.195
20151121031117-949,1,3,-174651.23,92443.45
20151121041130-372,1,4,159086.19,117359.375
20151121051118-213,1,3,-194498.73,39065.85
20151121061101-398,2,0,58391.348,-114802.59
20151121091124-890,1,0,58043.12,-110761.18
20151121091142-55,2,0,104483.016,-128979.31
20151121101114-73,2P,17,-185567.7,-166726.7
20151121101130-569,1,4,107397.26,94734.18
20151121111157-61,3,18,91511.586,-103917.61
20151121121107-368,1,4,134391.02,50864.594
20151121121126-475,1,4,128620.18,98383.33
20151121121131-715,3,4,154117.1,38464.004
20151121121155-143,2,6,-167832.58,-88563.01
20151122011142-477,1,13,115377.875,94705.266
20151122021105-937,1,11,99635.01,-124296.35
20151122021140-914,1,4,148021.3,30441.322
20151122031104-627,1,4,49770.605,53082.72
20151122031145-815,2,4,163615.36,93147.03
20151122041139-836,3,3,-183641.64,88993.32
20151122051127-509,1,5,85162.336,-91059.22
20151122081111-220,1,4,97909.234,32424.555
20151122081111-931,3,4,88588.65,25923.602
20151122091136-164,2,4,102293.1,79459.83
20151122101117-220,1,4,114156.85,30132.523
20151122101132-880,1,6,-157156.48,-94160.73
20151122101154-714,3,0,65124.664,-111818.94
20151123021110-405,3,0,114139.73,-129175.38
20151123021124-160,2P,-1,-214658.03,-35841.785
20151123021150-692,1,0,17840.064,-112022.94
20151123071139-244,5,4,85331.16,71363.82
20151123101157-660,2,3,-181536.0,123422.31
20151124031108-240,1,2,105552.32,152229.36
20151124041119-151,2,2,121894.14,91669.75
20151124041131-688,4,5,6366.7456,-83358.31
20151124081114-91,1,15,54966.35,87699.12
20151124081137-232,2,4,98477.35,26519.916
20151124111122-818,1,2,123641.99,81096.55
20151125021110-876,2,0,119293.805,-115579.91
20151125071146-648,2,8,17749.455,-94074.48
20151125101125-687,2,5,47925.46,-85375.94
20151125121136-226,2,3,-175372.14,90326.08
20151125121147-666,1,13,128240.375,90406.016
20151126011144-948,2,2,132225.75,103988.37
20151126021152-691,3,7,-202172.28,-77168.55
20151126051137-634,2,2,29189.354,90862.414
20151126051156-263,3,8,6291.2954,-89688.125
20151126071103-548,1,3,-182788.38,107009.266
20151126071153-679,2,2,44390.613,102030.414
20151126071158-727,1,2,44271.2,101843.29
20151126081107-580,4,2,53834.52,104185.516
20151126091121-945,2,2,59464.45,113168.25
20151126111143-228,3,3,-175435.97,81328.61
20151127051117-574,1,4,121366.805,104680.125
20151127061106-88,3,3,-183552.58,109556.36
20151127061136-939,2,3,-189894.84,2989.6138
20151127081135-995,2,5,33732.953,-84461.27
20151127091156-609,3,9,-124537.61,-128206.09
20151127091157-308,4,2,59395.758,112945.51
20151127101117-321,2,3,-176979.44,74956.45
20151127101119-956,1,4,113791.3,87823.76
20151128011138-111,3,7,-199233.78,-76098.35
20151128011156-261,2P,16,117767.51,37386.99
20151128051129-591,1,12,102524.336,145949.39
20151128051155-195,1,1,-169031.06,-99683.55
20151128071144-68,3,2,58654.09,55997.523
20151128081117-253,1,0,162437.67,-137797.69
20151128091137-757,1,3,-172731.61,105487.586
20151128091155-501,1,3,-176890.84,77428.69
20151128101107-583,4,3,-181782.84,124277.5
20151128101114-530,3,11,91128.53,-118309.36
20151128111129-309,2P,17,-185099.45,-168966.11
20151128111144-648,2,11,84479.83,-121604.26
20151128121126-103,3,2,79853.23,81831.31
20151128121144-636,2,0,1960.7375,-109148.87
20151129041113-818,2,7,-202862.83,-77394.414
20151129071142-601,1,-1,-180056.53,-76978.516
20151129101109-424,3,0,101874.055,-131849.64
20151129101133-538,1,-1,-179481.88,-92537.49
20151129101152-17,4,0,83473.766,-123258.13
20151129111105-997,3,0,100412.22,-122206.34
20151129111138-228,5,5,138109.92,-89497.48
20151129121122-794,1,12,103120.05,170065.97
20151130011100-867,3,5,68734.945,-86262.47
20151130011131-735,2P,14,-184524.48,-157612.53
20151130031121-169,1,3,-179786.33,152225.67
20151130031142-294,5,6,-164687.0,-90057.54
20151130041104-293,3,5,80401.61,-90755.9
20151130061138-166,5,3,-183027.23,100468.72
20151130061141-5,2,2,128996.85,159278.06
20151130081115-826,1,0,52425.188,-110098.72
20151130091113-828,1,6,-155114.56,-98820.695
20151131021149-695,3,3,-174191.02,99126.36
20151131031129-413,2,2,105165.33,146833.53
20151131081108-573,1,8,30725.553,-91588.47
20151131081112-556,2,0,75503.09,-118162.35
20151131091100-593,1,3,-177774.6,186375.55
20151131121113-604,1,5,-22279.258,-81879.3
20151201011252-32,1,0,106558.69,-128015.516
20151201031214-85,1,4,160542.7,52419.945
20151201031215-712,1,1,-147493.27,-109228.766
20151201031245-77,4,-1,-179473.67,-116798.28
20151201051230-898,1,12,39432.902,80494.484
20151201061206-641,2,13,76581.67,70839.11
20151201061251-794,3,6,-177580.08,-82040.07
20151201071206-107,3,15,51960.105,78412.65
20151201071254-656,2,4,91746.77,20043.41
20151201081219-907,2,4,108249.03,57890.88
20151201101257-374,4,3,-194629.78,58523.945
20151201121236-41,1,4,134931.3,35169.59
20151202011253-62,3,4,135277.84,52392.176
20151202021203-963,1,3,-198991.98,3820.4355
20151202021230-956,2,3,-174752.56,99238.51
20151202051249-156,3,2,47820.715,67365.08
20151202061226-132,1,1,-152203.58,-104950.11
20151202071233-557,1,3,-190037.61,7384.7754
20151202081232-209,5,0,75722.95,-118165.92
20151202101257-746,1,2,67669.96,122798.945
20151202121203-224,1,2,83993.78,126361.12
20151203011232-992,3,11,115861.055,-122172.23
20151203041231-943,1,2,138695.25,95498.98
20151203041234-867,1,5,89619.84,-87342.64
20151203081248-820,4,5,107487.44,-92397.75
20151203101246-894,2,3,-181890.02,167390.2
20151203121253-478,3,4,129378.375,102447.16
20151204011207-25,4,3,-180651.27,141721.31
20151204011238-471,2,3,-180631.89,141539.38
20151204031209-720,2,6,-151764.77,-97245.04
20151204031221-340,1,11,149377.31,-147422.8
20151204041235-141,2,4,166009.58,48376.105
20151204071215-745,2,11,66171.79,-133131.33
20151204071251-825,2,5,110596.77,-88020.36
20151204111220-934,2,13,126438.15,104462.055
20151204111228-777,2,4,228781.88,103616.63
20151204121208-62,2,4,24999.678,34524.664
20151205011253-317,2,2,95597.78,94522.625
20151205021240-761,1,3,-179042.12,155154.33
20151205021255-377,3,11,132592.55,-139639.14
20151205031250-205,3,6,-164564.62,-89895.67
20151205061202-442,3,2,40171.727,52091.086
20151205061240-99,1,3,-194163.17,42254.387
20151205071201-727,1,6,-147586.23,-99675.14
20151206021222-166,2,0,124626.31,-125550.2
20151206051246-156,1,4,137910.23,39873.633
20151206061257-541,2,2,97839.234,73145.72
20151206081220-45,1,0,67667.164,-120401.32
20151206081231-342,3,5,117792.305,-88489.516
20151206081251-376,1,7,-200979.1,-76672.59
20151206091237-906,1,5,112362.76,-92709.73
20151207031204-699,1,4,159201.58,100217.95
20151207031239-581,2,2,111256.21,94569.85
20151207071218-322,3,3,-194746.84,92883.55
20151207081249-632,1,0,66505.664,-111766.49
20151207091211-916,2,4,129863.8,90160.14
20151207091215-793,2,3,-176597.9,71521.86
20151207101219-530,2,4,172194.45,55758.19
20151208041208-309,1,8,81679.695,-100378.17
20151208071245-482,1,2,53773.69,57820.434
20151208091219-174,3,-1,105343.414,74424.46
20151208091253-564,3,4,86042.54,23535.154
20151209021212-232,3,13,134059.75,108715.39
20151209031242-452,1,6,-175904.78,-83011.79
20151209101239-365,2,3,-177560.86,193042.42
20151209111219-195,2,11,60878.55,-117775.305
20151209121226-172,2,3,-194395.27,20051.002
20151210021211-711,1,0,25281.66,-109446.945
20151210021258-493,1,3,-176643.19,185388.94
20151210031224-723,2,3,-188384.14,33820.797
20151210041246-108,2,3,-173047.64,101866.234
20151210071211-297,1,3,-194641.7,91996.6
20151210101225-79,2,4,116219.92,37383.41
20151210101237-47,2,2,36568.727,56590.723
20151210101238-75,1,2,69564.31,123846.31
20151210111240-272,1,6,-143117.53,-101340.36
20151210121248-239,1,-1,97792.37,127592.93
20151211021211-921,2,8,55315.137,-97483.695
20151211031240-876,2P,10,127313.88,-13802.257
20151211051227-514,1,0,27945.158,-106390.63
20151211051247-172,2,2,39019.613,53049.418
20151211051259-166,1,3,-173608.77,104390.05
20151211061235-957,2,2,41934.676,56096.11
20151211061241-520,1,6,-166935.89,-97542.19
20151211071215-709,1,4,95405.06,74672.06
20151211081210-391,2,2,135465.34,85688.02
20151211091201-575,2,11,168790.73,-141462.0
20151211101209-170,6,4,113337.94,79434.734
20151211111220-922,6,0,198311.17,-137588.47
20151211121232-51,2,2,79527.98,78564.9
20151212011241-763,3,8,31925.617,-95632.77
20151212011243-975,1,2,110482.125,90102.04
20151212021252-485,3,4,128247.53,110946.125
20151212031240-621,1,4,196728.38,57759.99
20151212041215-0,2,4,58688.992,57575.004
20151212051226-954,3,2,120525.69,164146.78
20151212061217-99,1,4,106954.48,27011.842
20151212061227-505,1,7,-200476.27,-76645.875
20151212061257-521,1,7,-203218.34,-77638.125
20151212071202-912,1,7,-203134.77,-78330.2
20151212081202-125,3,8,50684.984,-97249.305
20151212111223-167,1,6,-143299.69,-101948.78
20151212121250-641,1,4,125937.42,41273.883
20151214011236-336,2,4,33849.09,39053.07
20151214041201-843,2,7,-202656.9,-77598.49
20151214081239-359,3,3,-194559.88,95951.98
20151214101200-618,2,4,113619.57,79424.18
20151214101217-551,1,3,-193655.3,72997.66
20151214111219-521,6,7,-204434.98,-78384.516
20151215011211-758,1,2,95562.516,79215.445
20151215021211-822,1,1,-143272.88,-113281.42
20151215021238-599,2,2,99658.69,137511.47
20151215031227-659,2,2,111023.73,92494.984
20151215071240-346,5,3,-194542.42,46939.562
20151215081216-371,2,0,66144.55,-120546.1
20151215111234-603,2,3,-189065.5,17874.203
20151216041200-755,1,2,120628.17,96088.83
20151216061214-975,1,0,51510.97,-109580.02
20151216061234-273,1,2,128043.02,163623.42
20151216071229-410,1,2,46124.26,98750.18
20151216111200-357,6,3,-194578.78,62230.766
20151216121204-341,1,11,85420.02,-121876.016
20151216121234-750,5,2,82792.68,130550.984
20151217011215-52,6,3,-180590.77,140620.94
20151217031205-749,2,11,116371.875,-122011.59
20151217031233-634,2,4,167973.38,50232.21
20151217041252-159,2,3,-179500.95,157957.53
20151217061258-570,2,6,-161250.22,-91466.38
20151217081231-508,2,5,117062.23,-88329.53
20151217091221-584,3,7,-200874.42,-77538.56
20151217101212-140,1,4,108045.055,25517.766
20151217101228-746,1,2,159396.64,181445.5
20151217101248-377,3,18,31516.266,-103464.805
20151217121243-265,1,2,79797.47,69155.51
20151217121251-526,1,2,87929.4,84512.62
20151218031248-730,5,7,-202326.06,-77639.2
20151218041253-506,1,0,34031.152,-114907.92
20151218051211-725,3,4,131582.12,106144.016
20151218101204-383,3,3,-189071.52,18083.518
20151218121208-297,1,3,-180978.89,135609.08
20151219011251-234,4,0,106477.94,-127816.766
20151219031239-975,5,5,-988.1253,-82942.91
20151219051238-555,2,0,167268.66,-137934.97
20151219061259-337,3,4,74841.57,21350.014
20151219081235-39,1,3,-192739.06,89704.89
20151219081244-360,2,1,-174479.98,-89155.91
20151219091205-152,3,3,-176462.5,72480.27
20151219101232-863,3,3,-182412.62,135535.19
20151220031238-653,1,0,33509.504,-110803.31
20151220061227-950,1,12,23854.41,94816.625
20151220071232-910,2,2,64583.77,60169.11
20151220081200-742,1,0,78548.9,-122828.805
20151220081248-394,2,6,-146430.12,-100089.26
20151220101200-78,3,2,72943.586,70044.43
20151221021214-964,2,2,67871.6,71408.6
20151221041237-821,1,2,125875.97,164762.66
20151221051211-612,4,6,-162242.45,-90881.85
20151221091212-16,1,0,86535.16,-129138.69
20151221091241-93,1,0,68059.99,-113090.6
20151221091244-979,2,13,98954.36,82151.664
20151221101252-161,2P,-1,65748.62,-66431.41
20151222021205-875,5,4,149046.5,97371.82
20151222031241-371,1,4,206396.62,55750.258
20151222051229-742,1,15,31184.885,78608.58
20151222061237-438,3,3,-188594.83,16458.188
20151222061256-162,4,5,103022.086,-87689.195
20151222081247-292,1,2,53535.31,104248.22
20151222121215-335,5,3,-194101.31,19129.57
20151222121218-329,3,3,-175076.53,84560.4
20151223041229-241,2,4,60980.367,52526.69
20151223081226-766,2,3,-194520.2,49789.15
20151223091207-538,2,4,210524.2,128831.02
20151223091224-134,2,2,40292.0,55426.754
20151223091254-664,1,4,103350.055,87762.445
20151224021228-978,4,7,-199292.28,-76520.29
20151224031247-625,1,6,-164658.1,-90221.7
20151224041202-651,2,4,207173.23,59136.176
20151224041233-373,1,2,122729.625,98784.336
20151224041242-581,2,4,165487.75,101709.4
20151224061201-826,1,5,19928.896,-83896.89
20151224101227-56,1,0,105349.586,-118449.7
20151224121210-614,2,4,108271.21,35789.832
20151225031208-655,1,2,111156.71,95953.18
20151225031224-774,1,0,113395.06,-114072.8
20151225041253-640,2,3,-175141.33,94208.48
20151225041257-977,2P,10,138110.8,-28423.459
20151225051248-279,2,4,167296.55,51754.29
20151225071221-449,2,2,43421.258,72870.12
20151225091206-465,2,2,114031.05,90305.7
20151225091237-930,1,2,85982.17,78813.914
20151225121214-761,1,13,115832.33,103975.36
20151225121247-656,1,4,126194.39,40110.207
20151226021220-877,2,2,7929.1553,71128.27
20151226031229-659,2,0,136455.42,-133392.03
20151226031239-133,3,13,129533.18,113228.44
20151226061234-537,2,-1,-179954.22,-91933.375
20151226101236-942,5,5,47679.535,-85367.734
20151226121233-295,2,2,129896.13,102714.586
20151227041255-244,3,3,-195164.69,79097.484
20151227101235-797,5,3,-181738.34,124551.53
20151227111237-390,1,0,72848.04,-112962.836
20151228011242-334,3,13,112063.19,102187.16
20151228011247-72,2P,10,112904.06,-28116.26
20151228021221-216,1,4,151175.34,33998.14
20151228021233-116,1,3,-193978.12,84732.19
20151228031201-976,1,2,14405.775,80232.766
20151228111242-521,2,5,54528.145,-85563.9
20151229041207-285,2,11,111119.23,-121187.19
20151229041225-130,1,4,149312.25,40802.535
20151229041255-791,2,3,-188139.34,24763.639
20151229071227-475,1,4,108297.61,21744.28
20151229071243-282,2,4,90408.23,35219.805
20151229091239-775,1,4,88772.96,86519.05
20151229111259-568,1,3,-176379.02,79520.34
20151229121215-192,2,2,-6743.3345,60154.0
20151229121216-715,1,-1,-132674.61,-122501.01
20151230021228-117,1,2,101874.16,81792.58
20151230061216-549,1,4,86200.87,22250.287
20151230091228-162,1,18,58214.73,-101243.48
20151231031229-263,2,5,-1411.1611,-82939.56
20151231031233-897,2,3,-193874.8,76216.37
20151231031240-441,4,5,83159.3,-87004.266
20151231081203-407,2,2,146950.4,82560.57
20151231081230-646,1,0,164075.83,-137632.12
20151231121203-449,2,3,-178033.22,69867.625
20151231121209-661,2P,14,-184537.77,-155971.94
20151301011335-837,1,3,-180463.06,141791.19
20151301021340-472,2,2,139756.64,166234.36
20151301031345-134,1,11,131976.6,-124693.31
20151301081324-366,1,3,-194257.9,50041.137
20151301091306-345,2,4,106595.29,66468.98
20151301101307-609,2P,10,87841.17,-40997.164
20151301111308-417,1,2,72042.195,72147.25
20151301111352-990,1,3,-175559.81,80386.336
20151302021351-258,1,0,129533.586,-136135.66
20151302031316-697,1,4,51899.09,48087.2
20151302071301-31,3,2,48814.81,57375.684
20151302081321-676,3,4,155688.83,30200.648
20151302091349-722,1,13,102626.914,84342.66
20151302111323-649,2,12,88034.34,153282.73
20151302121324-471,6,0,109119.49,-123623.41
20151302121334-985,1,5,-27654.572,-84162.24
20151302121348-104,1,13,128848.31,90004.34
20151303011307-789,2,4,144033.31,44504.043
20151303021334-51,2,5,-15849.105,-84929.99
20151303021356-890,3,3,-180510.66,152474.73
20151303071356-254,3,3,-193876.97,57251.855
20151303081343-855,1,3,-198322.45,-4709.32
20151303091327-618,1,4,104286.664,75026.09
20151303091355-495,3,3,-182315.9,162888.9
20151303111300-96,1,11,89855.086,-124391.32
20151303111344-23,1,3,-193526.53,67852.41
20151303121356-752,5,0,108837.05,-123552.96
20151304011309-445,5,3,-194334.62,23818.145
20151304011310-154,1,2,45785.867,115043.195
20151304011353-532,1,4,219243.02,128682.02
20151304041354-441,1,3,-174126.55,98335.69
20151304071316-371,2,0,152172.44,-131163.31
20151304071340-680,2,11,61875.08,-113585.88
20151304091319-319,1,3,-194348.62,53717.383
20151304111314-18,3,3,-194768.89,107383.734
20151304121328-420,1,2,151292.3,168141.86
20151305011309-201,2,2,76795.71,73151.96
20151305011343-613,3,5,68883.42,-86075.9
20151305011359-918,2P,-1,-48910.32,-66831.21
20151305041331-383,1,18,79111.945,-108841.17
20151305041332-847,3,4,214197.67,62776.62
20151305041338-913,2,5,6088.5776,-83337.805
20151305071325-466,1,8,12100.742,-93611.45
20151305081322-814,1,4,98105.625,31564.18
20151305091314-191,1,5,31395.486,-87804.23
20151305101314-545,5,0,178711.28,-140558.52
20151305111329-743,3,5,54987.434,-85628.75
20151305121305-440,2P,-1,79754.93,-56937.32
20151306041354-468,2,6,-150593.58,-97282.27
20151306101312-518,1,6,-144297.75,-100926.02
20151306101326-304,3,3,-179479.39,145295.77
20151306121325-748,2,11,105758.03,-121312.17
20151306121351-539,1,4,92059.73,83860.555
20151307011356-805,2,4,191099.7,47522.004
20151307021320-869,1,2,121065.33,94063.77
20151307031354-312,5,3,-194779.3,77577.875
20151307081300-707,1,4,95441.14,28498.604
20151307081304-762,1,0,76631.625,-118395.266
20151307081342-234,3,3,-194294.28,50687.2
20151307091313-62,5,0,83952.16,-119501.37
20151307091345-782,1,3,-193143.56,66007.984
20151307121323-821,1,4,179407.92,56128.305
20151308011359-158,2,18,113181.4,-110597.31
20151308021340-431,3,0,25880.295,-109483.27
20151308041310-170,1,0,135469.48,-117739.875
20151308041318-416,1,2,144991.64,106467.95
20151308061328-655,2,18,78129.734,-101256.625
20151308081312-606,1,-1,58316.586,137841.02
